1 70 70 70 385
2 70 139 141 352
3 70 207 143 400
4 70 274 166 413
5 70 340 216 418
6 70 405 219 414
7 70 469 223 418
8 70 532 262 433
9 70 594 261 429
10 70 655 285 430
11 70 715 302 431
12 70 774 307 428
13 70 832 309 435
14 70 889 314 430
15 70 945 318 450
16 70 1000 328 460
17 70 1054 342 468
18 70 1107 362 453
19 70 1159 363 480
20 70 1210 388 483
21 70 1260 386 470
22 70 1309 399 481
23 70 1357 417 490
24 70 1404 422 507
25 70 1450 424 500
26 70 1495 429 495
27 70 1539 437 512
28 70 1582 441 517
29 70 1624 443 514
30 70 1665 451 524
31 70 1705 456 520
32 70 1744 454 526
33 70 1782 473 543
34 70 1819 480 548
35 70 1855 498 558
36 70 1890 505 560
37 70 1924 520 561
38 70 1957 528 572
39 70 1989 536 575
40 70 2020 548 586
41 70 2050 561 594
42 70 2079 570 604
43 70 2107 562 600
44 70 2134 566 606
45 70 2160 583 608
46 70 2185 583 602
47 70 2209 602 624
48 70 2232 606 630
49 70 2254 610 634
50 70 2275 616 638
51 70 2295 622 640
52 70 2314 627 648
53 70 2332 635 651
54 70 2349 640 659
55 70 2365 649 670
56 70 2380 648 668
57 70 2394 658 679
58 70 2407 669 683
59 70 2419 665 696
60 70 2430 676 696
61 70 2440 676 701
62 70 2449 691 718
63 70 2457 699 723
64 70 2464 699 709
65 70 2470 708 720
66 70 2475 715 728
67 70 2479 732 747
68 70 2482 734 739
69 70 2484 744 749
70 70 2485 747 760
