1 50 50 50 231
2 50 99 101 256
3 50 147 103 262
4 50 194 140 255
5 50 240 156 272
6 50 285 158 274
7 50 329 162 289
8 50 372 181 285
9 50 414 193 286
10 50 455 214 293
11 50 495 223 289
12 50 534 227 300
13 50 572 231 304
14 50 609 236 309
15 50 645 240 312
16 50 680 247 308
17 50 714 257 320
18 50 747 266 325
19 50 779 280 336
20 50 810 285 332
21 50 840 299 335
22 50 869 303 341
23 50 897 315 345
24 50 924 323 348
25 50 950 324 353
26 50 975 324 362
27 50 999 336 366
28 50 1022 340 378
29 50 1044 348 383
30 50 1065 354 381
31 50 1085 355 386
32 50 1104 367 390
33 50 1122 375 405
34 50 1139 382 405
35 50 1155 393 419
36 50 1170 399 418
37 50 1184 409 431
38 50 1197 417 428
39 50 1209 421 436
40 50 1220 425 431
41 50 1230 434 443
42 50 1239 447 444
43 50 1247 447 449
44 50 1254 457 457
45 50 1260 461 463
46 50 1265 468 462
47 50 1269 477 472
48 50 1272 486 484
49 50 1274 486 484
50 50 1275 497 497
