1 90 90 90 525
2 90 179 181 509
3 90 267 182 538
4 90 354 198 567
5 90 440 277 554
6 90 525 278 565
7 90 609 282 583
8 90 692 312 571
9 90 774 358 587
10 90 855 346 583
11 90 935 383 589
12 90 1014 384 593
13 90 1092 391 602
14 90 1169 392 590
15 90 1245 400 605
16 90 1320 412 614
17 90 1394 432 614
18 90 1467 443 616
19 90 1539 474 621
20 90 1610 473 624
21 90 1680 494 641
22 90 1749 506 629
23 90 1817 518 631
24 90 1884 522 649
25 90 1950 523 645
26 90 2015 532 657
27 90 2079 538 661
28 90 2142 543 668
29 90 2204 550 667
30 90 2265 552 678
31 90 2325 555 674
32 90 2384 557 680
33 90 2442 577 686
34 90 2499 584 685
35 90 2555 600 702
36 90 2610 617 700
37 90 2664 636 710
38 90 2717 637 729
39 90 2769 639 719
40 90 2820 658 734
41 90 2870 658 742
42 90 2919 674 747
43 90 2967 678 747
44 90 3014 693 757
45 90 3060 698 751
46 90 3105 705 760
47 90 3149 717 768
48 90 3192 730 781
49 90 3234 725 772
50 90 3275 738 782
51 90 3315 738 788
52 90 3354 750 806
53 90 3392 753 804
54 90 3429 757 807
55 90 3465 763 806
56 90 3500 771 828
57 90 3534 772 819
58 90 3567 792 843
59 90 3599 790 847
60 90 3630 794 850
61 90 3660 798 841
62 90 3689 814 863
63 90 3717 816 869
64 90 3744 821 873
65 90 3770 830 872
66 90 3795 846 884
67 90 3819 854 884
68 90 3842 853 895
69 90 3864 873 907
70 90 3885 881 912
71 90 3905 891 921
72 90 3924 895 923
73 90 3942 902 927
74 90 3959 920 946
75 90 3975 920 941
76 90 3990 927 951
77 90 4004 930 938
78 90 4017 950 964
79 90 4029 962 981
80 90 4040 956 971
81 90 4050 975 988
82 90 4059 976 982
83 90 4067 989 991
84 90 4074 994 1007
85 90 4080 999 1005
86 90 4085 1007 1011
87 90 4089 1021 1022
88 90 4092 1036 1024
89 90 4094 1044 1040
90 90 4095 1048 1032
