1 30 30 30 118
2 30 59 61 124
3 30 87 63 144
4 30 114 85 138
5 30 140 95 148
6 30 165 99 150
7 30 189 101 149
8 30 212 116 145
9 30 234 119 160
10 30 255 129 157
11 30 275 143 165
12 30 294 145 169
13 30 312 151 176
14 30 329 151 181
15 30 345 159 183
16 30 360 168 190
17 30 374 175 193
18 30 387 181 196
19 30 399 187 201
20 30 410 196 207
21 30 420 208 209
22 30 429 208 209
23 30 437 217 217
24 30 444 224 226
25 30 450 222 222
26 30 455 232 236
27 30 459 238 240
28 30 462 239 239
29 30 464 249 247
30 30 465 252 255
