1 100 100 100 642
2 100 199 201 621
3 100 297 203 601
4 100 394 291 631
5 100 490 307 624
6 100 585 310 631
7 100 679 312 645
8 100 772 326 662
9 100 864 374 659
10 100 955 411 661
11 100 1045 424 663
12 100 1134 428 679
13 100 1222 427 659
14 100 1309 433 676
15 100 1395 435 679
16 100 1480 453 684
17 100 1564 477 691
18 100 1647 477 698
19 100 1729 524 689
20 100 1810 529 694
21 100 1890 543 720
22 100 1969 552 705
23 100 2047 567 719
24 100 2124 565 715
25 100 2200 576 723
26 100 2275 579 732
27 100 2349 579 732
28 100 2422 588 738
29 100 2494 593 736
30 100 2565 596 740
31 100 2635 602 740
32 100 2704 618 755
33 100 2772 622 777
34 100 2839 650 778
35 100 2905 652 768
36 100 2970 663 764
37 100 3034 669 786
38 100 3097 698 797
39 100 3159 699 794
40 100 3220 713 816
41 100 3280 708 799
42 100 3339 734 810
43 100 3397 747 817
44 100 3454 758 828
45 100 3510 768 833
46 100 3565 772 831
47 100 3619 776 844
48 100 3672 784 854
49 100 3724 788 850
50 100 3775 796 875
51 100 3825 802 874
52 100 3874 806 872
53 100 3922 811 878
54 100 3969 819 888
55 100 4015 831 906
56 100 4060 825 895
57 100 4104 840 919
58 100 4147 840 914
59 100 4189 848 919
60 100 4230 855 932
61 100 4270 861 928
62 100 4309 868 944
63 100 4347 866 928
64 100 4384 877 942
65 100 4420 896 952
66 100 4455 897 957
67 100 4489 907 971
68 100 4522 919 963
69 100 4554 939 983
70 100 4585 937 966
71 100 4615 944 984
72 100 4644 967 1013
73 100 4672 964 994
74 100 4699 979 1008
75 100 4725 987 1010
76 100 4750 993 1019
77 100 4774 1000 1013
78 100 4797 1009 1044
79 100 4819 1026 1058
80 100 4840 1026 1045
81 100 4860 1035 1063
82 100 4879 1054 1065
83 100 4897 1050 1062
84 100 4914 1062 1077
85 100 4930 1079 1088
86 100 4945 1081 1092
87 100 4959 1096 1112
88 100 4972 1089 1096
89 100 4984 1107 1116
90 100 4995 1102 1108
91 100 5005 1124 1123
92 100 5014 1122 1131
93 100 5022 1131 1139
94 100 5029 1141 1143
95 100 5035 1155 1154
96 100 5040 1160 1156
97 100 5044 1165 1160
98 100 5047 1172 1171
99 100 5049 1170 1167
100 100 5050 1198 1198
