1 80 80 80 486
2 80 159 161 488
3 80 237 163 461
4 80 314 228 464
5 80 390 246 488
6 80 465 250 490
7 80 539 251 488
8 80 612 285 506
9 80 684 324 501
10 80 755 318 503
11 80 825 343 499
12 80 894 346 502
13 80 962 350 514
14 80 1029 356 520
15 80 1095 358 522
16 80 1160 387 535
17 80 1224 385 526
18 80 1287 399 533
19 80 1349 426 548
20 80 1410 435 555
21 80 1470 445 559
22 80 1529 461 559
23 80 1587 468 565
24 80 1644 474 564
25 80 1700 476 575
26 80 1755 481 569
27 80 1809 483 586
28 80 1862 490 603
29 80 1914 499 603
30 80 1965 499 594
31 80 2015 506 601
32 80 2064 518 604
33 80 2112 529 606
34 80 2159 542 624
35 80 2205 555 626
36 80 2250 557 637
37 80 2294 571 634
38 80 2337 583 643
39 80 2379 596 656
40 80 2420 598 653
41 80 2460 605 662
42 80 2499 611 665
43 80 2537 626 673
44 80 2574 638 687
45 80 2610 646 682
46 80 2645 636 677
47 80 2679 660 696
48 80 2712 666 703
49 80 2744 674 704
50 80 2775 678 719
51 80 2805 679 706
52 80 2834 685 719
53 80 2862 690 724
54 80 2889 702 741
55 80 2915 706 745
56 80 2940 718 753
57 80 2964 712 748
58 80 2987 719 757
59 80 3009 725 760
60 80 3030 734 761
61 80 3050 740 775
62 80 3069 746 773
63 80 3087 758 792
64 80 3104 760 788
65 80 3120 767 794
66 80 3135 787 815
67 80 3149 789 815
68 80 3162 804 821
69 80 3174 812 826
70 80 3185 811 819
71 80 3195 818 827
72 80 3204 838 852
73 80 3212 836 849
74 80 3219 847 861
75 80 3225 857 861
76 80 3230 848 848
77 80 3234 866 869
78 80 3237 881 885
79 80 3239 889 887
80 80 3240 900 907
